Citation,,,Sample,,,Flow,,,,,,,Experimental Set up,,,,Outputs,,,,,Info
Article (MLA),Authors,DOI,"Geometry of Sample (flat, wire, or Cylindrical)","Dimensions of sample (Wire is in diameter, cylinder is in radius x length, rectangle is in L x W x H)",Material of sample,Oxygen Concentration,Pressure,Flow Velocity (Co flow is + and counter flow is -),Rig Name,"Internal geometry (Cylindrical , rectangular)",Internal Dimensions ,Gravity (g/gearth),"Ignition method (Wire, open flame, or Radiative Heater","Expireimental facility (Parabolic Aircraft, Drop Tower, Spacecraft, Sounding Rocket, Ground)",Ignition power (W),Ignition time (s),Ignition (Yes/No),Flame Length,FSR (Flame Spread Rate),HRR (Heat release rate),Smoke/ Areosols (yes/no),
"Takahashi, Shuhei, Manabu Kondou, Kazunori Wakai, and Subrata Bhattacharjee. ""Effect of radiation loss on flame spread over a thin PMMA sheet in microgravity."" Proceedings of the Combustion Institute 29.2 (2002): 2579-2586.","Shuhei Takahashi, Manabu Kondou, Kazunori Wakai, Subrata Bhattacharjee",https://doi.org/10.1016/S1540-7489(02)80314-5,Flat,60 mm x 10 mm x 0.125 mm,PMMA,30%,1 atm,-89.8,MGLAB,Rectangular,120 mm x 120 mm x 290 mm,0.00,Wire,Drop Tower,,1.6,Yes,,2.6,,,
"Takahashi, Shuhei, Manabu Kondou, Kazunori Wakai, and Subrata Bhattacharjee. ""Effect of radiation loss on flame spread over a thin PMMA sheet in microgravity."" Proceedings of the Combustion Institute 29.2 (2002): 2579-2586.","Shuhei Takahashi, Manabu Kondou, Kazunori Wakai, Subrata Bhattacharjee",https://doi.org/10.1016/S1540-7489(02)80314-5,Flat,60 mm x 10 mm x 0.125 mm,PMMA,30%,1 atm,-149.6,MGLAB,Rectangular,120 mm x 120 mm x 290 mm,0.00,Wire,Drop Tower,,1.6,Yes,,2.9,,,
"Takahashi, Shuhei, Manabu Kondou, Kazunori Wakai, and Subrata Bhattacharjee. ""Effect of radiation loss on flame spread over a thin PMMA sheet in microgravity."" Proceedings of the Combustion Institute 29.2 (2002): 2579-2586.","Shuhei Takahashi, Manabu Kondou, Kazunori Wakai, Subrata Bhattacharjee",https://doi.org/10.1016/S1540-7489(02)80314-5,Flat,60 mm x 10 mm x 0.125 mm,PMMA,21%,1 atm,-89.6,MGLAB,Rectangular,120 mm x 120 mm x 290 mm,0.00,Wire,Drop Tower,,1.6,No,,,,,
"Takahashi, Shuhei, Manabu Kondou, Kazunori Wakai, and Subrata Bhattacharjee. ""Effect of radiation loss on flame spread over a thin PMMA sheet in microgravity."" Proceedings of the Combustion Institute 29.2 (2002): 2579-2586.","Shuhei Takahashi, Manabu Kondou, Kazunori Wakai, Subrata Bhattacharjee",https://doi.org/10.1016/S1540-7489(02)80314-5,Flat,60 mm x 10 mm x 0.125 mm,PMMA,21%,1 atm,-150.4,MGLAB,Rectangular,120 mm x 120 mm x 290 mm,0.00,Wire,Drop Tower,,1.6,Yes,,1.2,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.015 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,61.10,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.015 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,50.26,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.015 mm,PMMA,30%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,35.38,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.016 mm,PMMA,30%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,28.73,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.015 mm,PMMA,30%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,26.92,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.015 mm,PMMA,21%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,13.69,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.050 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,26.35,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.049 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,19.53,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.050 mm,PMMA,30%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,10.88,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.051 mm,PMMA,30%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,9.80,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.050 mm,PMMA,30%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,8.61,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.051 mm,PMMA,21%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,4.26,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.122 mm,PMMA,30%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,3.47,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.126 mm,PMMA,30%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,3.09,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.111 mm,PMMA,21%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,1.65,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.119 mm,PMMA,21%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,1.43,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.124 mm,PMMA,18%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.80,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.124 mm,PMMA,18%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.71,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.181 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,5.01,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.176 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,4.51,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.181 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,4.07,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.199 mm,PMMA,21%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,1.12,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.205 mm,PMMA,21%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,1.00,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.216 mm,PMMA,21%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.92,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.302 mm,PMMA,30%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,1.44,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.302 mm,PMMA,30%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,1.20,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.302 mm,PMMA,21%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.56,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.324 mm,PMMA,21%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.52,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.298 mm,PMMA,18%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.49,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.298 mm,PMMA,18%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.28,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.298 mm,PMMA,18%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.24,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.446 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,1.94,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.446 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,1.66,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.598 mm,PMMA,30%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.81,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.528 mm,PMMA,21%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.32,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.566 mm,PMMA,21%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.31,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.598 mm,PMMA,21%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.30,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.590 mm,PMMA,18%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.10,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 1.001 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,1.13,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 1.001 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,1.04,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.988 mm,PMMA,30%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.49,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.988 mm,PMMA,30%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.38,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 1.044 mm,PMMA,21%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.30,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 1.044 mm,PMMA,21%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.25,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 1.982 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.66,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 2.009 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.52,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 1.982 mm,PMMA,30%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.32,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 1.982 mm,PMMA,30%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.30,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 1.982 mm,PMMA,21%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.18,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 1.982 mm,PMMA,21%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.17,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 4.031 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.84,,,
